index,filename,Background,Head,Hair,Facial Hair,Headwear,Eyewear,Mouthpiece
154,154.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),vr (Rare),pear-wood-pipe (Rare)
155,155.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),vr (Rare),rose-wood-pipe (Rare)
156,156.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),vr (Rare),gold-cigar (Legendary)
157,157.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
158,158.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
159,159.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),night-vision (Rare),gold-cigar (Legendary)
160,160.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
161,161.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
162,162.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
163,163.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
164,164.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
165,165.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
166,166.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
167,167.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
168,168.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
169,169.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
170,170.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
171,171.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
172,172.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
173,173.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
174,174.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),gold-visor (Rare),gold-cigar (Legendary)
175,175.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
176,176.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
177,177.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),shield-shades (Rare),gold-cigar (Legendary)
178,178.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),vr (Rare),pear-wood-pipe (Rare)
179,179.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),vr (Rare),rose-wood-pipe (Rare)
180,180.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),vr (Rare),gold-cigar (Legendary)
181,181.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
182,182.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
183,183.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),night-vision (Rare),gold-cigar (Legendary)
184,184.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
185,185.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
186,186.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
187,187.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
188,188.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
189,189.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
190,190.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
191,191.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
192,192.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
193,193.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
194,194.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
195,195.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
196,196.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
197,197.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
198,198.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),gold-cigar (Legendary)
199,199.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
200,200.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
201,201.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),gold-cigar (Legendary)
202,202.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),vr (Rare),pear-wood-pipe (Rare)
203,203.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),vr (Rare),rose-wood-pipe (Rare)
204,204.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),vr (Rare),gold-cigar (Legendary)
205,205.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
206,206.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
207,207.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),gold-cigar (Legendary)
208,208.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
209,209.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
210,210.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
211,211.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
212,212.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
213,213.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
214,214.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
215,215.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
216,216.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
217,217.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
218,218.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
219,219.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
220,220.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
221,221.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
222,222.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),gold-visor (Rare),gold-cigar (Legendary)
223,223.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
224,224.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
225,225.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),shield-shades (Rare),gold-cigar (Legendary)
226,226.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),vr (Rare),pear-wood-pipe (Rare)
227,227.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),vr (Rare),rose-wood-pipe (Rare)
228,228.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),vr (Rare),gold-cigar (Legendary)
229,229.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),night-vision (Rare),pear-wood-pipe (Rare)
230,230.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),night-vision (Rare),rose-wood-pipe (Rare)
231,231.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),night-vision (Rare),gold-cigar (Legendary)
232,232.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
233,233.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
234,234.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
235,235.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
236,236.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
237,237.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
238,238.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
239,239.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
240,240.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_stylish-gold-agal (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
241,241.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-classic-shades (Rare),pear-wood-pipe (Rare)
242,242.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-classic-shades (Rare),rose-wood-pipe (Rare)
243,243.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-classic-shades (Rare),gold-cigar (Legendary)
244,244.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-visor (Rare),pear-wood-pipe (Rare)
245,245.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-visor (Rare),rose-wood-pipe (Rare)
246,246.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),gold-visor (Rare),gold-cigar (Legendary)
247,247.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),shield-shades (Rare),pear-wood-pipe (Rare)
248,248.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),shield-shades (Rare),rose-wood-pipe (Rare)
249,249.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),shield-shades (Rare),gold-cigar (Legendary)
250,250.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),vr (Rare),pear-wood-pipe (Rare)
251,251.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),vr (Rare),rose-wood-pipe (Rare)
252,252.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),vr (Rare),gold-cigar (Legendary)
253,253.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),pear-wood-pipe (Rare)
254,254.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),rose-wood-pipe (Rare)
255,255.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),gold-cigar (Legendary)
256,256.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
257,257.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
258,258.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),gold-cigar (Legendary)
259,259.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),pear-wood-pipe (Rare)
260,260.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),rose-wood-pipe (Rare)
261,261.png,royal-sunburst (Rare),head-jinn (Rare),widowspeak (Rare),stytlish-black-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),gold-cigar (Legendary)
